monthOfFirstRegistration,fuelType,total
2015-04-01 00:00:00.000000 UTC,PETROL,1760
2015-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,82
2016-11-01 00:00:00.000000 UTC,DIESEL,1789
2016-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,92
2016-04-01 00:00:00.000000 UTC,PETROL,1968
2017-03-01 00:00:00.000000 UTC,DIESEL,5524
2017-09-01 00:00:00.000000 UTC,PETROL,3264
2017-06-01 00:00:00.000000 UTC,PETROL,2597
2017-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,123
2017-07-01 00:00:00.000000 UTC,PETROL,1604
2017-02-01 00:00:00.000000 UTC,PETROL,1852
2018-03-01 00:00:00.000000 UTC,PETROL,5120
2018-02-01 00:00:00.000000 UTC,DIESEL,2163
2018-09-01 00:00:00.000000 UTC,DIESEL,2885
2018-02-01 00:00:00.000000 UTC,PETROL,2390
2018-04-01 00:00:00.000000 UTC,DIESEL,2063
2018-11-01 00:00:00.000000 UTC,PETROL,2227
2018-04-01 00:00:00.000000 UTC,PETROL,2918
2019-11-01 00:00:00.000000 UTC,DIESEL,1417
2019-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,282
2019-09-01 00:00:00.000000 UTC,ELECTRICITY,112
2021-01-01 00:00:00.000000 UTC,DIESEL,519
2021-06-01 00:00:00.000000 UTC,PETROL,2346
2021-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,727
2021-06-01 00:00:00.000000 UTC,DIESEL,594
2021-04-01 00:00:00.000000 UTC,DIESEL,652
2021-07-01 00:00:00.000000 UTC,PETROL,1738
2021-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,905
2021-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,631
2003-03-01 00:00:00.000000 UTC,DIESEL,3817
2020-04-01 00:00:00.000000 UTC,DIESEL,9
2004-11-01 00:00:00.000000 UTC,PETROL,1298
2008-02-01 00:00:00.000000 UTC,PETROL,2672
2002-08-01 00:00:00.000000 UTC,PETROL,1707
2009-04-01 00:00:00.000000 UTC,PETROL,1444
2004-08-01 00:00:00.000000 UTC,PETROL,1731
2018-04-01 00:00:00.000000 UTC,ELECTRICITY,27
2021-02-01 00:00:00.000000 UTC,ELECTRICITY,106
2017-01-01 00:00:00.000000 UTC,ELECTRICITY,41
2011-07-01 00:00:00.000000 UTC,ELECTRICITY,1
2005-06-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2021-05-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2021-08-01 00:00:00.000000 UTC,GAS BI-FUEL,7
2018-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,202
2009-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,36
2015-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,39
2007-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,9
2008-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,15
2007-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,12
2015-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,40
2019-12-01 00:00:00.000000 UTC,ELECTRIC DIESEL,9
2013-06-01 00:00:00.000000 UTC,ELECTRICITY,5
2021-12-01 00:00:00.000000 UTC,DIESEL,160
2022-04-01 00:00:00.000000 UTC,ELECTRICITY,206
2022-08-01 00:00:00.000000 UTC,ELECTRICITY,277
2014-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,41
2022-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,916
2022-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,809
2021-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,429
2022-03-01 00:00:00.000000 UTC,PETROL,2024
2022-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,899
2022-05-01 00:00:00.000000 UTC,PETROL,1473
2022-11-01 00:00:00.000000 UTC,PETROL,1405
2021-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,41
2016-02-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2022-10-01 00:00:00.000000 UTC,PETROL,1261
2021-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,431
2022-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,635
2022-05-01 00:00:00.000000 UTC,DIESEL,463
2014-12-01 00:00:00.000000 UTC,ELECTRICITY,35
2010-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,27
2009-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,4
2006-05-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2008-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,10
2022-05-01 00:00:00.000000 UTC,GAS BI-FUEL,13
2011-08-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2018-10-01 00:00:00.000000 UTC,ELECTRICITY,23
2015-01-01 00:00:00.000000 UTC,ELECTRIC DIESEL,3
2006-12-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2016-07-01 00:00:00.000000 UTC,ELECTRICITY,12
2012-11-01 00:00:00.000000 UTC,ELECTRICITY,3
2022-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,27
2015-01-01 00:00:00.000000 UTC,ELECTRICITY,23
2022-09-01 00:00:00.000000 UTC,GAS BI-FUEL,8
2016-12-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2017-06-01 00:00:00.000000 UTC,ELECTRICITY,33
2022-04-01 00:00:00.000000 UTC,GAS BI-FUEL,8
2010-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,16
2008-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,24
2017-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2016-12-01 00:00:00.000000 UTC,ELECTRICITY,13
2015-04-01 00:00:00.000000 UTC,ELECTRICITY,21
2014-06-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2016-06-01 00:00:00.000000 UTC,ELECTRICITY,8
2022-12-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2014-07-01 00:00:00.000000 UTC,ELECTRICITY,6
2007-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,8
2011-03-01 00:00:00.000000 UTC,ELECTRICITY,3
2006-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,9
2010-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,23
2011-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,7
2001-02-01 00:00:00.000000 UTC,PETROL,16
2001-02-01 00:00:00.000000 UTC,DIESEL,3
2001-06-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2002-07-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2002-09-01 00:00:00.000000 UTC,GAS,3
2014-06-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2003-11-01 00:00:00.000000 UTC,GAS BI-FUEL,7
2003-03-01 00:00:00.000000 UTC,GAS,4
2004-03-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2005-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2006-03-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2006-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,3
2007-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,9
2007-05-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2011-10-01 00:00:00.000000 UTC,OTHER,1
2011-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,3
2013-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,12
2020-08-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2020-03-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2021-02-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2001-08-01 00:00:00.000000 UTC,GAS,1
2003-10-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2004-01-01 00:00:00.000000 UTC,GAS,2
2004-07-01 00:00:00.000000 UTC,GAS,2
2005-02-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2006-02-01 00:00:00.000000 UTC,GAS,1
2004-10-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2004-07-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2002-05-01 00:00:00.000000 UTC,GAS,2
2004-02-01 00:00:00.000000 UTC,GAS,1
2003-02-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2001-10-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2011-08-01 00:00:00.000000 UTC,ELECTRICITY,1
2013-04-01 00:00:00.000000 UTC,ELECTRICITY,1
2014-05-01 00:00:00.000000 UTC,ELECTRICITY,9
2014-02-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2004-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2005-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2006-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2014-01-01 00:00:00.000000 UTC,ELECTRIC DIESEL,6
2012-12-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2013-10-01 00:00:00.000000 UTC,ELECTRIC DIESEL,3
2010-03-01 00:00:00.000000 UTC,GAS,1
2003-04-01 00:00:00.000000 UTC,GAS,1
2004-08-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2005-08-01 00:00:00.000000 UTC,GAS,1
2006-08-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2007-06-01 00:00:00.000000 UTC,GAS,1
2003-09-01 00:00:00.000000 UTC,GAS,1
2016-06-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2003-11-01 00:00:00.000000 UTC,GAS,1
2017-06-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2004-09-01 00:00:00.000000 UTC,PETROL,2429
2006-05-01 00:00:00.000000 UTC,DIESEL,3126
2020-08-01 00:00:00.000000 UTC,PETROL,2180
2020-02-01 00:00:00.000000 UTC,ELECTRICITY,78
2005-07-01 00:00:00.000000 UTC,DIESEL,2695
2009-03-01 00:00:00.000000 UTC,PETROL,2490
2008-01-01 00:00:00.000000 UTC,PETROL,3878
2003-09-01 00:00:00.000000 UTC,DIESEL,2964
2009-11-01 00:00:00.000000 UTC,PETROL,1551
2005-08-01 00:00:00.000000 UTC,PETROL,1878
2006-12-01 00:00:00.000000 UTC,PETROL,727
2001-09-01 00:00:00.000000 UTC,PETROL,2263
2008-09-01 00:00:00.000000 UTC,DIESEL,2989
2006-10-01 00:00:00.000000 UTC,DIESEL,1727
2008-07-01 00:00:00.000000 UTC,PETROL,1656
2001-08-01 00:00:00.000000 UTC,DIESEL,1482
2020-07-01 00:00:00.000000 UTC,ELECTRIC DIESEL,67
2020-07-01 00:00:00.000000 UTC,PETROL,2768
2020-02-01 00:00:00.000000 UTC,DIESEL,1234
2020-03-01 00:00:00.000000 UTC,ELECTRICITY,118
2009-09-01 00:00:00.000000 UTC,DIESEL,3192
2006-07-01 00:00:00.000000 UTC,PETROL,1892
2006-07-01 00:00:00.000000 UTC,DIESEL,2746
2008-02-01 00:00:00.000000 UTC,DIESEL,3177
2004-09-01 00:00:00.000000 UTC,DIESEL,3225
2007-03-01 00:00:00.000000 UTC,PETROL,4238
2006-02-01 00:00:00.000000 UTC,PETROL,2729
2007-02-01 00:00:00.000000 UTC,PETROL,2547
2001-09-01 00:00:00.000000 UTC,DIESEL,2053
2003-08-01 00:00:00.000000 UTC,PETROL,1667
2005-01-01 00:00:00.000000 UTC,PETROL,3156
2005-07-01 00:00:00.000000 UTC,PETROL,1950
2005-04-01 00:00:00.000000 UTC,PETROL,1933
2007-07-01 00:00:00.000000 UTC,DIESEL,3214
2020-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,410
2020-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,528
2005-05-01 00:00:00.000000 UTC,DIESEL,3110
2001-08-01 00:00:00.000000 UTC,PETROL,1853
2004-04-01 00:00:00.000000 UTC,DIESEL,2576
2004-01-01 00:00:00.000000 UTC,PETROL,3521
2020-12-01 00:00:00.000000 UTC,PETROL,1053
2020-01-01 00:00:00.000000 UTC,ELECTRIC DIESEL,63
2007-08-01 00:00:00.000000 UTC,PETROL,1974
2007-08-01 00:00:00.000000 UTC,DIESEL,2387
2006-04-01 00:00:00.000000 UTC,DIESEL,2621
2009-07-01 00:00:00.000000 UTC,DIESEL,2553
2005-02-01 00:00:00.000000 UTC,DIESEL,2878
2010-06-01 00:00:00.000000 UTC,PETROL,2210
2010-02-01 00:00:00.000000 UTC,PETROL,2456
2010-01-01 00:00:00.000000 UTC,DIESEL,5044
2010-05-01 00:00:00.000000 UTC,PETROL,1807
2011-06-01 00:00:00.000000 UTC,DIESEL,3258
2011-01-01 00:00:00.000000 UTC,DIESEL,4558
2011-09-01 00:00:00.000000 UTC,DIESEL,3218
2011-02-01 00:00:00.000000 UTC,DIESEL,2591
2011-10-01 00:00:00.000000 UTC,PETROL,1028
2011-08-01 00:00:00.000000 UTC,DIESEL,1705
2012-11-01 00:00:00.000000 UTC,DIESEL,1488
2012-04-01 00:00:00.000000 UTC,DIESEL,2449
2012-06-01 00:00:00.000000 UTC,PETROL,2126
2012-12-01 00:00:00.000000 UTC,PETROL,496
2013-06-01 00:00:00.000000 UTC,PETROL,2530
2014-11-01 00:00:00.000000 UTC,DIESEL,1692
2014-09-01 00:00:00.000000 UTC,DIESEL,3488
2014-10-01 00:00:00.000000 UTC,PETROL,1363
2014-08-01 00:00:00.000000 UTC,DIESEL,1958
2015-03-01 00:00:00.000000 UTC,DIESEL,5147
2015-11-01 00:00:00.000000 UTC,DIESEL,1731
2015-06-01 00:00:00.000000 UTC,PETROL,2659
2015-02-01 00:00:00.000000 UTC,DIESEL,2844
2015-05-01 00:00:00.000000 UTC,PETROL,2090
2015-10-01 00:00:00.000000 UTC,PETROL,1267
2015-10-01 00:00:00.000000 UTC,DIESEL,2082
2015-11-01 00:00:00.000000 UTC,PETROL,946
2015-01-01 00:00:00.000000 UTC,PETROL,2981
2016-06-01 00:00:00.000000 UTC,PETROL,2504
2016-10-01 00:00:00.000000 UTC,DIESEL,1861
2016-09-01 00:00:00.000000 UTC,PETROL,2931
2016-11-01 00:00:00.000000 UTC,PETROL,1012
2017-04-01 00:00:00.000000 UTC,DIESEL,1673
2017-10-01 00:00:00.000000 UTC,DIESEL,1599
2017-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,94
2017-12-01 00:00:00.000000 UTC,PETROL,954
2017-08-01 00:00:00.000000 UTC,DIESEL,1665
2017-03-01 00:00:00.000000 UTC,ELECTRICITY,73
2018-08-01 00:00:00.000000 UTC,PETROL,2534
2018-03-01 00:00:00.000000 UTC,DIESEL,4414
2018-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,326
2018-08-01 00:00:00.000000 UTC,ELECTRICITY,11
2018-11-01 00:00:00.000000 UTC,ELECTRICITY,37
2018-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,222
2019-05-01 00:00:00.000000 UTC,DIESEL,2138
2019-04-01 00:00:00.000000 UTC,DIESEL,2123
2019-07-01 00:00:00.000000 UTC,PETROL,2626
2019-11-01 00:00:00.000000 UTC,PETROL,2264
2019-07-01 00:00:00.000000 UTC,DIESEL,1733
2019-02-01 00:00:00.000000 UTC,PETROL,2746
2019-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,256
2019-12-01 00:00:00.000000 UTC,ELECTRICITY,59
2019-03-01 00:00:00.000000 UTC,ELECTRICITY,63
2019-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,400
2021-08-01 00:00:00.000000 UTC,DIESEL,330
2021-09-01 00:00:00.000000 UTC,DIESEL,411
2021-09-01 00:00:00.000000 UTC,ELECTRIC DIESEL,84
2021-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,494
2021-01-01 00:00:00.000000 UTC,PETROL,1280
2021-04-01 00:00:00.000000 UTC,ELECTRICITY,154
2021-10-01 00:00:00.000000 UTC,PETROL,1328
2001-07-01 00:00:00.000000 UTC,DIESEL,1593
2003-01-01 00:00:00.000000 UTC,DIESEL,3849
2002-01-01 00:00:00.000000 UTC,DIESEL,3469
2001-11-01 00:00:00.000000 UTC,DIESEL,1068
2005-10-01 00:00:00.000000 UTC,PETROL,1389
2020-06-01 00:00:00.000000 UTC,ELECTRICITY,114
2020-11-01 00:00:00.000000 UTC,ELECTRICITY,142
2019-11-01 00:00:00.000000 UTC,ELECTRICITY,78
2017-12-01 00:00:00.000000 UTC,ELECTRICITY,20
2017-10-01 00:00:00.000000 UTC,ELECTRICITY,10
2015-06-01 00:00:00.000000 UTC,ELECTRICITY,28
2020-08-01 00:00:00.000000 UTC,ELECTRICITY,142
2008-02-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2021-06-01 00:00:00.000000 UTC,GAS BI-FUEL,8
2021-07-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2017-01-01 00:00:00.000000 UTC,ELECTRIC DIESEL,5
2016-07-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2014-09-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2020-02-01 00:00:00.000000 UTC,ELECTRIC DIESEL,62
2020-06-01 00:00:00.000000 UTC,ELECTRIC DIESEL,59
2014-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,36
2016-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,74
2011-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,33
2016-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,52
2018-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,137
2012-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,20
2016-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,140
2017-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,59
2015-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,84
2015-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,47
2017-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,166
2020-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,456
2020-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,94
2015-12-01 00:00:00.000000 UTC,ELECTRICITY,20
2021-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,259
2022-01-01 00:00:00.000000 UTC,DIESEL,452
2020-12-01 00:00:00.000000 UTC,ELECTRIC DIESEL,44
2022-12-01 00:00:00.000000 UTC,ELECTRICITY,384
2014-09-01 00:00:00.000000 UTC,ELECTRICITY,24
2022-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,769
2022-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,770
2022-06-01 00:00:00.000000 UTC,ELECTRIC DIESEL,66
2009-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,18
2022-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,83
2018-01-01 00:00:00.000000 UTC,ELECTRICITY,18
2003-07-01 00:00:00.000000 UTC,GAS BI-FUEL,8
2015-08-01 00:00:00.000000 UTC,ELECTRIC DIESEL,5
2011-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,12
2002-12-01 00:00:00.000000 UTC,DIESEL,623
2013-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,5
2012-04-01 00:00:00.000000 UTC,ELECTRICITY,3
2016-05-01 00:00:00.000000 UTC,ELECTRICITY,2
2022-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,618
2022-11-01 00:00:00.000000 UTC,DIESEL,274
2022-11-01 00:00:00.000000 UTC,GAS BI-FUEL,41
2022-09-01 00:00:00.000000 UTC,ELECTRIC DIESEL,51
2022-10-01 00:00:00.000000 UTC,GAS BI-FUEL,13
2010-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,12
2020-04-01 00:00:00.000000 UTC,ELECTRICITY,11
2015-07-01 00:00:00.000000 UTC,ELECTRICITY,11
2010-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,15
2015-05-01 00:00:00.000000 UTC,ELECTRICITY,26
2017-02-01 00:00:00.000000 UTC,ELECTRICITY,20
2015-08-01 00:00:00.000000 UTC,ELECTRICITY,20
2018-06-01 00:00:00.000000 UTC,ELECTRICITY,17
2016-04-01 00:00:00.000000 UTC,ELECTRICITY,5
2015-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2014-11-01 00:00:00.000000 UTC,ELECTRICITY,13
2017-09-01 00:00:00.000000 UTC,ELECTRICITY,14
2019-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,15
2002-07-01 00:00:00.000000 UTC,GAS,2
2012-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,16
2022-07-01 00:00:00.000000 UTC,GAS BI-FUEL,12
2005-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,6
2011-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,16
2006-04-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2001-12-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2002-01-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2003-09-01 00:00:00.000000 UTC,GAS BI-FUEL,7
2004-05-01 00:00:00.000000 UTC,GAS BI-FUEL,9
2005-03-01 00:00:00.000000 UTC,GAS BI-FUEL,10
2005-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,2
2005-10-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2006-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,8
2006-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,5
2007-09-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2007-06-01 00:00:00.000000 UTC,OTHER,1
2007-01-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2008-01-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2010-04-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2012-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,9
2013-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,20
2020-06-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2020-10-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2001-11-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2001-08-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2001-01-01 00:00:00.000000 UTC,DIESEL,4
2002-12-01 00:00:00.000000 UTC,GAS,1
2004-11-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2007-03-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2008-06-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2018-01-01 00:00:00.000000 UTC,ELECTRIC DIESEL,3
2003-01-01 00:00:00.000000 UTC,GAS,2
2004-05-01 00:00:00.000000 UTC,GAS,1
2006-10-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2007-04-01 00:00:00.000000 UTC,OTHER,1
2011-06-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2006-04-01 00:00:00.000000 UTC,GAS,1
2009-03-01 00:00:00.000000 UTC,OTHER,1
2006-09-01 00:00:00.000000 UTC,OTHER,1
2005-04-01 00:00:00.000000 UTC,GAS,1
2006-05-01 00:00:00.000000 UTC,GAS,1
2008-01-01 00:00:00.000000 UTC,GAS,1
2012-10-01 00:00:00.000000 UTC,ELECTRICITY,1
2013-05-01 00:00:00.000000 UTC,ELECTRICITY,15
2013-10-01 00:00:00.000000 UTC,ELECTRICITY,7
2013-11-01 00:00:00.000000 UTC,ELECTRICITY,2
2017-08-01 00:00:00.000000 UTC,ELECTRICITY,4
2003-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2004-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,5
2004-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2005-07-01 00:00:00.000000 UTC,GAS,2
2008-08-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2009-06-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2011-11-01 00:00:00.000000 UTC,ELECTRICITY,1
2012-07-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2012-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2013-04-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2007-10-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2001-03-01 00:00:00.000000 UTC,GAS,2
2006-06-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2011-02-01 00:00:00.000000 UTC,ELECTRICITY,1
2013-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2015-02-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2015-06-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2016-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2016-10-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1